permno,SICCD,NCUSIP,TICKER,COMNAM
90475,6021,20343T10,CBON,COMMUNITY BANCORP
90476,1531,20568410,CHCI,COMSTOCK HOMEBUILDING COS INC
90477,3841,20826410,CONR,CONOR MEDSYSTEMS INC
90478,,,,
90479,3728,28510610,EEEI,ELECTRO ENERGY INC
90480,6712,33708M20,FSTF,FIRST STATE FINANCIAL CORP
90481,,,,
90482,6036,43709A10,HOME,HOME FED BANCORP INC
90483,7389,88337K10,NCTY,THE9 LTD
90484,7372,65440710,NINE,NINETOWNS DIG WORLD TRADE HLDGS
90485,8731,13219310,OLED,CAMBRIDGE DISPLAY TECHNOLOGY INC
90486,3851,68531710,ORNG,ORANGE 21 INC
90487,6035,67501P10,OSHC,OCEAN SHORE HOLDING CO
90488,3841,67461T10,RHEO,OCCULOGIX INC
90489,6531,44183Y10,SOLD,HOUSEVALUES INC
90490,,,,
90491,7011,39152310,WOLF,GREAT WOLF RESORTS INC
90492,1311,93564A10,WRES,WARREN RESOURCES INC
90493,6141,00739W10,AEA,ADVANCE AMERICA CASH ADV CTRS IN
90494,1311,06846N10,BBG,BILL BARRETT CORP
90495,6726,09250U10,BGR,BLACKROCK GLOBAL ENERGY & RES TR
90496,5031,09624H10,BXC,BLUELINX HOLDINGS INC
90497,6726,24476Y10,DSF,DEFINED STRATEGY FUND INC
90498,6798,31430810,FMP,FELDMAN MALL PROPERTIES INC
90499,6726,31647Q10,FMO,FIDUCIARY CLAYMORE M L P OPP FD
90500,,,,
90501,1221,35039W10,FCL,FOUNDATION COAL HOLDINGS INC
90502,1381,36722010,GSX,GASCO ENERGY INC
90503,5074,45874310,IBI,INTERLINE BRANDS INC
90504,6311,48256310,KMA,K M G AMERICA CORP
90505,7999,51783410,LVS,LAS VEGAS SANDS CORP
90506,6798,55302L10,MDH,M H I HOSPITALITY CORP
90507,6733,55607X10,MIC,MACQUARIE INFRASTRUCTURE CO TR
90508,6798,62942210,NLP,N T S REALTY HOLDINGS LTD
90509,1381,71659910,PGS,PETROLEUM GEO SERVICES A S A NEW
90510,6726,72369J10,PHD,PIONEER FLOATING RATE TRUST
90511,6726,73935X30,PEY,POWERSHARES E T F TRUST
90512,6726,73935X40,PGJ,POWERSHARES E T F TRUST
90513,1041,74831410,QEE,QUEENSTAKE RESOURCES LTD
90514,6798,84856830,SFC,SPIRIT FINANCE CORP
90515,3841,87154620,SMA,SYMMETRY MEDICAL INC
90516,5122,G4412G10,HLF,HERBALIFE LTD
90517,7372,P8696W10,SVA,SINOVAC BIOTECH LTD
90518,6726,00765E10,LCM,ADVENT CLAYMORE ENH GR & INC FD
90519,1499,14140U10,CDY,CARDERO RESOURCE CORP
90520,2813,15087010,CE,CELANESE CORP DEL
90521,6726,19248G10,DVM,COHEN & STEERS DIVID MAJ FD INC
90522,6722,25525110,DVF,DIVERSIFIED INC STRATS PORT INC
90523,6726,27827710,EOS,EATON VANCE ENHANC EQU INC FD II
90524,6798,28140H10,EDR,EDUCATION REALTY TRUST INC
90525,6726,46428510,IAU,ISHARES TRUST
90526,6726,46428880,KLD,ISHARES TRUST
90527,1499,64156L10,NSU,NEVSUN RESOURCES LTD
90528,3365,67000X10,NVL,NOVELIS INC
90529,,,,
90530,6726,6706EM10,JSN,NUVEEN EQUITY PREMIUM OPPORT FD
90531,6162,69332020,PHH,P H H CORP
90532,7372,78507010,SYS,SYS TECHNOLOGIES INC
90533,1381,92922P10,WTI,W & T OFFSHORE INC
90534,6712,17292210,CZNC,CITIZENS & NORTHERN CORP
90535,6099,25666410,DLLR,DOLLAR FINANCIAL CORP
90536,6200,36165220,GFIG,G F I GROUP INC
90537,,,,
90538,1221,47035520,JRCC,JAMES RIVER COAL CO
90539,7372,56069020,MJES,MAJESCO HOLDINGS INC
90540,6331,63654U10,NATL,NATIONAL INTERSTATE CORP
90541,6211,68401010,OXPS,OPTIONSXPRESS HOLDINGS INC
90542,2834,74439M10,PSDV,PSIVIDA LTD
90543,6331,81165610,SEAB,SEABRIGHT INSURANCE HOLDINGS INC
90544,6021,86606G10,SMMF,SUMMIT FINANCIAL GROUP INC
90545,,,,
90546,8731,92554J10,VIAC,VIACELL INC
90547,1221,02076X10,ANR,ALPHA NATURAL RESOURCES INC
90548,8741,02926310,ARP,AMERICAN REPROGRAPHICS CO
90549,6726,25537T10,DCA,DIVIDEND CAPITAL RLTY INC ALL FD
90550,3663,25659T10,DLB,DOLBY LABORATORIES INC
90551,6162,26826M10,ECR,E C C CAPITAL CORP
90552,6726,27828V10,EVG,EATON VANCE SHORT DUR DIV INC FD
90553,,,,
90554,7389,30267U10,FTD,F T D GROUP INC
90555,4813,30556010,FRP,FAIRPOINT COMMUNICATIONS INC
90556,4813,36113B30,FSN,FUSION TELECOMMS INTL INC
90557,7375,37790310,GLE,GLENCAIRN GOLD CORP
90558,2821,44701110,HUN,HUNTSMAN CORP
90559,6799,50208910,LMZ,L M S MEDICAL SYSTEMS INC
90560,6022,58734P10,MBR,MERCANTILE BANCORP INC
90561,,,,
90562,2082,60871R10,TAP,MOLSON COORS BREWING CO
90563,6726,65337H10,NFJ,N F J DIVIDEND INT & PREM STR FD
90564,2834,74112D10,PBH,PRESTIGE BRANDS HOLDINGS INC
90565,4813,87163F10,SVR,SYNIVERSE HOLDINGS INC
90566,3317,87622310,TPO,TARPON INDUSTRIES INC
90567,4813,92025510,VCG,VALOR COMMUNICATIONS GROUP INC
90568,9999,92342X10,VCC,VERI TEK INTERNATIONAL CORP
90569,7513,98233Q10,WXS,WRIGHT EXPRESS CORP
90580,,,,
90588,6022,20404610,CSHB,COMMUNITY SHORES BANK CORP
90589,4412,Y2109Q10,DRYS,DRYSHIPS INC
90590,,,,
90591,6712,29371210,EFSC,ENTERPRISE FINANCIAL SVCS CORP
90592,7372,29076V10,EMAG,EMAGEON INC
90593,6798,31659U30,FICC,FIELDSTONE INVESTMENT CORP
90594,,,,
90595,7371,38911N10,GRVY,GRAVITY CO LTD
90596,,,,
90597,1311,43129110,HLND,HILAND PARTNERS LP
90598,7374,44777310,HRAY,HURRAY HOLDING CO LTD
90599,2834,45104P10,ICGN,ICAGEN INC
90600,6035,48716910,KRNY,KEARNY FINANCIAL CORP
90601,6200,63110310,NDAQ,NASDAQ STOCK MARKET INC
90602,,,,
90603,6022,74036710,PFBC,PREFERRED BANK LOS ANGELES
90604,,,,
90605,4213,91388P10,UACL,UNIVERSAL TRUCKLOAD SERVICES INC
90606,1041,06680010,BAA,BANRO CORP
90607,6726,09250W10,BME,BLACKROCK HEALTH SCIENCES TRUST
90608,1311,12531810,THK,C G I HOLDING CORP
90609,2844,67000610,NOVL,NOVELL INC
90610,6726,19248J10,RWF,COHEN & STEERS WW RLTY INC FD IN
90611,6726,36244N10,GGN,GABELLI GLBL GLD NAT RES & INC T
90612,6726,45684E10,IGD,I N G GLOBAL EQU DIV & PREM OPP
90613,6231,46031W20,ISE,INTERNATIONAL SECURITIES EXCH IN
90614,5093,59117610,MEA,METALICO INC
90615,6726,6706EV10,JFP,NUVEEN TAX ADVANTAGED FLTG RT FD
90616,4899,69831Y10,PA,PANAMSAT HOLDING CORP
90617,,,,
90618,6726,73935X50,PBW,POWERSHARES E T F TRUST
90619,6726,73935X60,PWB,POWERSHARES E T F TRUST
90620,6726,73935X70,PWV,POWERSHARES E T F TRUST
90621,6726,73935X80,PWJ,POWERSHARES E T F TRUST
90622,6726,73935X86,PWY,POWERSHARES E T F TRUST
90623,6726,73935X87,PWT,POWERSHARES E T F TRUST
90624,6726,73935X88,PWP,POWERSHARES E T F TRUST
90625,,,,
90626,2834,75886X10,RGN,REGENERX BIOPHARMACEUTICALS INC
90627,6726,78381P10,BEP,S & P 500 COVERED CALL FUND INC
90628,6035,87235A10,BNK,T D BANKNORTH INC
90629,1311,89376N10,TMY,TRANSMERIDIAN EXPLORATION INC
90630,4412,Y2066G10,DSX,DIANA SHIPPING INC
90631,3559,00960610,AIXG,AIXTRON AKTIENGESELLSCHAFT
90632,2834,04538T10,ASPV,ASPREVA PHARMACEUTICALS CORP
90633,,,,
90634,6035,05566U10,BOFI,B OF I HOLDING INC
90635,6022,20084510,CMFB,COMMERCEFIRST BANCORP INC
90636,6035,49129210,KFFB,KENTUCKY FIRST FEDERAL BANCORP
90637,6036,74431910,PBIP,PRUDENTIAL BANCORP INC PA
90638,4813,74936120,RCNI,R C N CORP
90639,3851,M8368310,SHMR,SHAMIR OPTICAL INDUSTRY LTD
90640,4899,92931L20,WPCS,W P C S INTERNATIONAL INC
90641,,,,
90642,,,,
90643,3714,00439810,ACW,ACCURIDE CORP
90644,1311,05252610,AEN,AUSTRAL PACIFIC ENERGY LTD
90645,1041,09066X10,BMD,BIRCH MOUNTAIN RESOURCES LTD
90646,6726,18914C10,GLQ,CLOUGH GLOBAL EQUITY FUND
90647,6726,26058210,DPD,DOW 30 PREMIUM & DIV INC FD INC
90648,6726,27828X10,ETB,EATON VANCE TAX MNGD BUY WR INC
90649,6726,31647T10,HCE,FIDUCIARY CLAYMORE DYNAM EQU FD
90650,5051,48082910,JOR,JORGENSEN EARLE M CO DE NEW
90651,6726,55826810,MSP,MADISON STRATEGIC SECTOR PREM FD
90652,6726,65370C10,NAI,NICHOLAS APPLEGATE INT & PREM ST
90653,4922,69353510,PRB,P R B GAS TRANSPORTATION INC
90654,1021,71545510,CUP,PERU COPPER INC
90655,4812,87943386,TDS,TELEPHONE & DATA SYSTEMS INC
90656,7372,88650T10,TBV,TIENS BIOTECH GROUP USA INC
90657,3578,92342Y10,PAY,VERIFONE HOLDINGS INC
90658,6099,92846M20,PRH,VITACUBE SYSTEMS HOLDINGS INC
90659,5063,98411710,XNN,XENONICS HOLDINGS INC
90660,,,,
90661,6712,08207310,BFBC,BENJAMIN FRANKLIN BANCORP INC
90662,6712,11403910,BFSB,BROOKLYN FEDERAL BANCORP INC
90663,3629,16938W10,CESV,CHINA ENERGY SAVINGS TECH INC
90664,3841,25213110,DXCM,DEXCOM INC
90665,,,,
90666,6712,32021X10,FFNM,FIRST FED NORTHN MI BANCORP INC
90667,7319,31188F10,FSTC,FASTCLICK INC
90668,6022,53023310,LBBB,LIBERTY BELL BK CHERRY HILL NJ
90669,6331,63253Y10,NAHC,NATIONAL ATLANTIC HOLDINGS CORP
90670,1221,63238120,NCOC,NATIONAL COAL CORP
90671,2812,72364330,PONR,PIONEER COMPANIES INC
90672,3743,35702310,RAIL,FREIGHTCAR AMERICA INC
90673,7381,89557810,TRIS,TRI S SECURITY CORP
90674,7389,02872310,AEZ,AMERICAN OIL & GAS INC
90675,6726,09250110,BOE,BLACKROCK GLOBAL OPP EQUITY TR
90676,,,,
90677,1311,09738U10,BDE,BOIS D ARC ENERGY INC
90678,4939,13780110,CFW,CANO PETROLEUM INC
90679,2095,19217610,JVA,COFFEE HOLDING CO INC
90680,6798,25278430,DRH,DIAMONDROCK HOSPITALITY CO
90681,1311,26533820,DNE,DUNE ENERGY INC
90682,3086,26745T10,DIL,DYADIC INTERNATIONAL INC
90683,6726,29332H10,EEF,ENHANCED EQUITY YIELD FUND INC
90684,,,,
90685,6726,33734E10,FMY,FIRST TRUST FIDAC MTG INCOME FD
90686,5122,37958F20,GTE,GLOBETEL COMMUNICATIONS CORP
90687,7389,44895410,HDY,HYPERDYNAMICS CORP
90688,6726,6706ET10,JLA,NUVEEN EQUITY PREMIUM ADVANT FD
90689,6726,72201110,PGP,PIMCO GLOBAL STOCKSPLUS & INC FD
90690,8741,74349410,PZZ,PROSPECT MEDICAL HOLDINGS INC
90691,6726,74963N10,RDR,R M R PREFERRED DIVIDEND FUND
90692,,,,
90693,1021,75885H10,RLO,REGALITO COPPER CORP
90694,6726,78355W20,XLG,RYDEX E T F TRUST
90695,1041,87535D10,TRE,TAN RANGE EXPLORATION CORP
90696,3579,87953J10,TST,TELESTONE TECHNOLOGIES CORP
90697,6726,89147U10,TYY,TORTOISE ENERGY CAPITAL CORP
90698,2911,89376V10,TLP,TRANSMONTAIGNE PARTNERS L P
90699,7929,93455010,WMG,WARNER MUSIC GROUP CORP
90700,2221,98416J10,XRM,XERIUM TECHNOLOGIES INC
90701,6282,G5405010,LAZ,LAZARD LTD
90702,4899,G6486510,NSE,NEW SKIES SATELLITES HLDGS LTD
90703,4412,Y8564M10,TGP,TEEKAY L N G PARTNERS L P
90704,,,,
90705,3573,68381810,OPTC,OPTELECOM INC
90706,5600,17306X10,CTRN,CITI TRENDS INC
90708,6282,61770010,MORN,MORNINGSTAR INC
90709,6712,66511210,NREB,NORTHERN EMPIRE BANCSHARES
90710,6153,72927310,PLBC,PLUMAS BANCORP
90711,6712,77418610,RCKB,ROCKVILLE FINANCIAL INC
90712,3674,75954320,REMC,REMEC INC
90713,,,,
90714,,,,
90715,5600,98981710,ZUMZ,ZUMIEZ INC
90716,4513,00080S10,ABXA,A B X AIR INC
90717,8099,01961510,ALLI,ALLION HEALTHCARE INC
90718,6035,06643P10,BFIN,BANKFINACIAL CORP
90719,6021,07333410,BFNB,BEACH FIRST NATL BANCSHARES INC
90720,5211,12008R10,BLDR,BUILDERS FIRSTSOURCE INC
90721,,,,
90722,6712,19557210,COBK,COLONIAL BANKSHARES INC
90723,2834,16361E10,CXSP,CHEMGENEX PHARMACEUTICALS LTD
90724,,,,
90725,3841,26928A20,EVVV,EV3 INC
90726,6712,32020Y10,FFSW,FIRST FEDERAL BANC OF THE SW INC
90727,4812,31865X10,FRNS,FIRST AVENUE NETWORKS INC
90729,6159,37654610,GAIN,GLADSTONE INVESTMENT CORP
90730,6035,42725U10,HBOS,HERITAGE FINANCIAL GROUP
90731,6726,42709650,HTGC,HERCULES TECHNOLOGY GRTH CAP INC
90732,7372,48887910,KNXA,KENEXA CORP
90733,4813,52186330,LEAP,LEAP WIRELESS INTL INC
90734,8082,50187A10,LHCG,L H C GROUP
90735,8200,53353510,LINC,LINCOLN EDUCATIONAL SVCS CORP
90736,3841,59518V10,MEND,MICRUS ENDOVASCULAR CORP
90737,5984,45661Q10,NRGP,INERGY HOLDINGS L P
90738,1389,70212G10,PDRT,PARTICLE DRILLING TECHNLGS INC
90739,8200,71102610,PEDH,PEOPLES EDUCATIONAL HOLDINGS INC
90740,,,,
90741,,,,
90742,,,,
90743,4412,G0474B10,RAMS,ARIES MARITIME TRANSPORT LTD
90744,3674,82706C10,SIMO,SILICON MOTION TECHNOLOGY CORP
90745,6022,84479U10,SWCB,SOUTHWEST COMMUNITY BANCORP
90746,,,,
90747,2300,92864N10,VLCM,VOLCOM INC
90748,2834,98411C10,XNPT,XENOPORT INC
90749,6798,19762710,COE,COLUMBIA EQUITY TRUST INC
90750,5122,23283B20,GTF,CYTOMEDIX INC
90751,5661,23334L10,DSW,D S W INC
90752,6798,24457230,DFR,DEERFIELD TRIARC CAPITAL CORP
90753,6726,27828Y10,ETV,EATON VANCE TAX MAN BUY WR OPP F
90754,6726,29332C10,ECV,ENHANCED EQUITY YIELD & PREM FD
90755,6798,35471R10,FSP,FRANKLIN STREET PROPERTIES CORP
90756,,,,
90757,6552,35903Q10,FRG,FRONTEER DEVELOPMENT GROUP INC
90758,2834,37250B10,GNT,GENTIUM S P A
90759,2835,42369110,HEM,HEMOSENSE INC
90760,6798,48247630,KFN,K K R FINANCIAL CORP
90761,6726,48660P10,KYE,KAYNE ANDERSON ENERGY TOT RET FD
90762,6726,52107610,LOR,LAZARD WORLD DIVID & INC FD INC
90763,7389,64126X20,NSR,NEUSTAR INC
90764,,,,
90765,6726,73935X75,PEJ,POWERSHARES E T F TRUST
90766,6726,73935X77,PSJ,POWERSHARES E T F TRUST
90767,6726,73935X78,PSI,POWERSHARES E T F TRUST
90768,6726,73935X79,PJP,POWERSHARES E T F TRUST
90769,6726,73935X81,PXQ,POWERSHARES E T F TRUST
90770,6726,73935X82,PBS,POWERSHARES E T F TRUST
90771,6726,73935X84,PBJ,POWERSHARES E T F TRUST
90772,,,,
90773,6726,73935X85,PBE,POWERSHARES E T F TRUST
90774,8741,75623Q20,RSY,RECOM MANAGED SYSTEMS INC
90775,2035,89469A10,THS,TREEHOUSE FOODS INC
90776,6022,95763810,WAL,WESTERN ALLIANCE BANCORPORATION
90777,1311,96149R10,WHT,WESTSIDE ENERGY CORP
90778,8111,98414Y10,XFN,XFONE INC
90779,2911,02052010,ALJ,ALON U S A ENERGY INC
90780,7375,02873110,AOB,AMERICAN ORIENTAL BIOENGINRG INC
90781,1041,29383G10,EGI,ENTREE GOLD INC
90782,6726,33734710,FHI,FIRST TR STRATEGIC HIGH INC FD
90783,3823,34338910,FTK,FLOTEK INDUSTRIES INC
90784,6726,41752X10,HTE,HARVEST ENERGY TRUST
90785,1061,44966410,IMR,I M A EXPLORATION INC
90786,6719,46568510,ITC,I T C HOLDINGS CORP
90787,6798,46614H30,JRT,J E R INVESTORS TRUST INC
90788,3663,51948510,AID,LAW ENFORCEMENT ASSOCIATES CORP
90789,5317,56030510,MFB,MAIDENFORM BRANDS INC
90790,6798,58463J30,MPW,MEDICAL PROPERTIES TRUST INC
90791,2621,68572N10,TIS,ORCHIDS PAPER PRODUCTS CO
90792,1731,72128310,PEC,PIKE ELECTRIC CORP
90793,2911,78025910,RDS,ROYAL DUTCH SHELL PLC
90794,2911,78025920,RDS,ROYAL DUTCH SHELL PLC
90795,9999,81762810,SVI,SERVICES ACQUISITION CORP INTL
90796,8744,82833610,SLW,SILVER WHEATON CORP
90797,6726,83165P10,RCC,SMALL CAP PREM & DIV INC FD INC
90798,6726,86703710,FGF,SUNAMERICA FOCUSED ALPHA GRTH FD
90799,,,,
90800,2834,00635P10,ARXT,ADAMS RESPIRATORY THRPTCS INC
90801,,,,
90802,3310,15942310,CHAP,CHAPARRAL STEEL CO DE
90803,4813,20903410,CNSL,CONSOLIDATED COMMS HLDGS INC
90804,3841,22901610,CRYO,CRYOCOR INC
90805,4841,25468Y10,DISCA,DISCOVERY HOLDING CO
90806,4841,25468Y20,DISCB,DISCOVERY HOLDING CO
90807,2090,25260310,DMND,DIAMOND FOODS INC
90808,4833,30212P10,EXPE,EXPEDIA INC DE
90809,6153,35348720,FCMC,FRANKLIN CREDIT MGMT CORP
90810,7311,34415V10,FMCN,FOCUS MEDIA HOLDING LTD
90811,,,,
90812,5940,38163910,GGXY,GOLF GALAXY INC
90813,4412,Y2685T10,GSTL,GENCO SHIPPING & TRADING LTD
90814,3674,43365Y10,HITT,HITTITE MICROWAVE CORP
90816,3663,44930M20,ICDG,ICOP DIGITAL INC
90817,6726,70335Y10,PCAP,PATRIOT CAPITAL FUNDING INC
90818,6035,69486410,PSBC,PACIFIC STATE BANCORP
90819,,,,
90820,,,,
90821,6022,76803710,RCBK,RIVER CITY BANK
90822,1389,86837X10,SWSI,SUPERIOR WELL SERVICES INC
90823,6021,87972L10,TMCV,TEMECULA VALLEY BANCORP INC
90824,,,,
90825,3579,00081T10,ABD,A C C O BRANDS CORP
90826,5641,05633210,BUN,BABYUNIVERSE INC
90827,6726,09251A10,BDJ,BLACKROCK ENHANCED DIV ACHVRS TR
90828,6162,09689210,BBC,BODISEN BIOTECH INC
90829,2873,12526910,CF,C F INDUSTRIES HOLDINGS INC
90830,6770,22274N10,CRB,COURTSIDE ACQUISITION CORP
90831,3511,26160810,DRC,DRESSER RAND GROUP INC
90832,4922,29371610,EPE,ENTERPRISE G P HOLDINGS L P
90833,6141,42235N10,HPY,HEARTLAND PAYMENT SYSTEMS INC
90834,6726,46428886,IWC,ISHARES TRUST
90835,6726,46428887,EFV,ISHARES TRUST
90836,3840,69391010,PTRX,PACETRONICS INC
90837,6726,46428888,EFG,ISHARES TRUST
90838,3728,48224110,KFI,K & F INDUSTRIES HOLDINGS INC
90839,6726,55608D10,MGU,MACQUARIE GLOBAL INFR TOT RET FD
90840,5094,56165120,MHJ,MAN SANG HOLDINGS INC
90841,2400,57480010,MYS,MASISA S A NEW
90842,1222,63900P30,NSP,NATURAL RESOURCE PARTNERS L P
90843,6726,68003N10,OLA,OLD MUTUAL CLAYMORE LONG SH FD
90844,,,,
90845,6726,73935X74,PZI,POWERSHARES E T F TRUST
90846,3272,75574710,RMX,READY MIX INC
90847,2097,75734R10,FRZ,REDDY ICE HOLDINGS INC
90848,6200,75866G10,RFX,REFCO INC
90849,2800,77441510,ROC,ROCKWOOD HOLDINGS INC
90850,8711,85472N10,SXC,STANTEC INC
90851,4922,96950F10,WPZ,WILLIAMS PARTNERS L P
90852,,,,
90853,4412,Y7563810,SSW,SEASPAN CORP
90854,3674,00752J10,AATI,ADVANCED ANALOGIC TCHNLGS INC
90855,,,,
90856,3841,04963C20,ATRC,ATRICURE INC
90857,7370,05675210,BIDU,BAIDU COM INC
90858,1381,11221110,BRNC,BRONCO DRILLING CO INC
90859,3841,16948310,CMED,CHINA MEDICAL TECHNOLOGIES INC
90860,2834,19388P10,COLY,COLEY PHARMACEUTICAL GROUP INC
90861,4813,29629010,ESCH,ESCHELON TELECOM INC
90862,6021,33631210,FSGI,FIRST SECURITY GROUP INC
90863,,,,
90864,6331,47035910,JRVR,JAMES RIVER GROUP INC
90865,5812,50047H20,KONA,KONA GRILL INC
90866,4841,53055530,LBTYK,LIBERTY GLOBAL INC
90867,5047,55402X10,MWIV,M W I VETERINARY SUPPLY INC
90868,3430,68209510,OFLX,OMEGA FLEX INC
90869,2834,71715J10,PXSL,PHARMAXIS LTD
90870,3562,75524B10,ROLL,R B C BEARINGS INC
90871,5812,78333210,RUTH,RUTHS CHRIS STEAK HOUSE INC
90872,6331,76034910,RUTX,REPUBLIC COMPANIES GROUP INC
90873,7373,00106910,SWAT,A4S SECURITY INC
90874,2300,89784N10,TRLG,TRUE RELIGION APPAREL INC
90875,7389,64107N20,UEPS,NET 1 UEPS TECHNOLOGIES INC
90876,7372,90458310,UNCA,UNICA CORP
90877,4832,98157910,WRSP,WORLDSPACE INC
90878,6726,92290876,VTI,VANGUARD INDEX FUNDS
90879,8091,69511010,PHSY,PACIFICARE HEALTH SYSTEMS INC
90880,6282,03076C10,AMP,AMERIPRISE FINANCIAL INC
90881,3949,21254R20,CVN,CONVERSION SERVICES INTL INC
90882,6726,27829C10,ETW,EATON VANCE TAX MAN GLBL BUY WR
90883,6726,29332W10,BEO,ENHANCED S & P 500 COVRD CALL FD
90884,6726,33718M10,FDM,FIRST TRUST EXCHANGE TRADED FUND
90885,6199,37896710,GCA,GLOBAL CASH ACCESS HOLDINGS INC
90886,5171,37946R10,GLP,GLOBAL PARTNERS LP
90887,,,,
90887,6710,69637010,PALM,PALFED INC
90888,6531,40963P10,HBX,HANA BIOSCIENCES INC
90889,4400,44044K10,HRZ,HORIZON LINES INC
90890,6726,73935X71,PID,POWERSHARES E T F TRUST
90891,6726,73935X72,PHJ,POWERSHARES E T F TRUST
90892,6726,73935X73,PFM,POWERSHARES E T F TRUST
90893,4512,90341W10,LCC,U S AIRWAYS GROUP INC NEW
90894,,,,
90895,,,,
90896,5810,14204220,CBOU,CARIBOU COFFEE CO INC
90897,6022,20343H10,COMB,COMMUNITY BANCSHARES INC DE
90898,3841,14141A10,CSCX,CARDIAC SCIENCE CORP
90899,2833,37185R10,GENE,GENETIC TECHNOLOGIES LTD
90900,8071,37244C10,GHDX,GENOMIC HEALTH INC
90901,3661,45173E10,IKAN,IKANOS COMMUNICATIONS INC
90902,5065,M6158M10,ITRN,ITURAN LOCATION & CONTROL LTD
90903,,,,
90904,6022,65333R20,NXTY,NEXITY FINANCIAL CORP
90905,2834,74370710,PTIL,PROTHERICS PLC
90906,6021,85712410,SNBI,STATE NATIONAL BANCSHARES INC
90907,,,,
90908,,,,
90909,5941,84916320,SPCHA,SPORT CHALET INC
90910,7372,87424N10,TLEO,TALEO CORP
90911,7011,89816T10,TRMP,TRUMP ENTERTAINMENT RESORTS INC
90912,,,,
90913,2750,G9376220,VPRT,VISTAPRINT LTD
90914,7375,94770V10,WBMD,WEBMD HEALTH CORP
90915,7359,96950G10,WLSC,WILLIAMS SCOTSMAN INTL INC
90916,,,,
90917,2834,98386D10,XTLB,X T L BIOPHARMACEUTICALS LTD
90918,6726,09250K10,BWC,BLACKROCK WORLD INVESTMENT TRUST
90919,6726,12811810,CGO,CALAMOS GLOBAL TOTAL RETURN FUND
90920,6211,14984K10,BOT,C B O T HOLDINGS INC
90921,6798,19238U10,CSA,COGDELL SPENCER INC
90922,6726,29332K10,EGF,ENHANCED GOVERNMENT FUND INC
90923,6726,30024R10,EBI,EVERGREEN INTL BALANCED INCOME F
90924,,,,
90925,6361,31620R10,FNT,FIDELITY NATIONAL TITLE GP INC
90926,6770,42224H10,HAQ,HEALTHCARE ACQUISITION CORP
90927,6726,44982N10,IGA,I N G GLOBAL ADV & PREM OPP FUND
90928,6726,73935X59,PUI,POWERSHARES E T F TRUST
90929,6726,73935X61,PMR,POWERSHARES E T F TRUST
90930,6726,73935X62,PXJ,POWERSHARES E T F TRUST
90931,6726,73935X63,PXN,POWERSHARES E T F TRUST
90932,5161,70410710,PWNE,PAWNEE INDUSTRIES INC
90933,6726,73935X64,PIC,POWERSHARES E T F TRUST
90934,6726,73935X65,PXE,POWERSHARES E T F TRUST
90935,6726,73935X66,PKB,POWERSHARES E T F TRUST
90936,6726,73935X69,PPA,POWERSHARES E T F TRUST
90937,3561,78442910,SLS,S L S INTERNATIONAL INC
90938,1311,86216810,SCU,STORM CAT ENERGY CORP
90939,7812,86537810,SUF,SULPHCO INC
90940,7359,87408310,TAL,TAL INTERNATIONAL GROUP INC
90941,6726,89147T10,TYN,TORTOISE NORTH AMER ENERGY CORP
90942,3841,91727720,UPI,UROPLASTY INC
90943,4412,Y2111010,DHT,DOUBLE HULL TANKERS INC
90944,6035,02407E10,ABNJ,AMERICAN BANCORP OF NJ INC
90945,,,,
90946,4492,02519520,ACLI,AMERICAN COMMERCIAL LINES INC
90947,6022,03767510,APAB,APPALACHIAN BANCSHARES INC
90948,6022,15134530,CBHI,CENTENNIAL BANK HOLDINGS INC
90949,6021,31939010,FBIZ,FIRST BUSINESS FINL SVCS INC
90950,4412,Y8166910,GASS,STEALTHGAS INC
90951,1381,42709310,HERO,HERCULES OFFSHORE INC
90952,6712,46146P10,ISBC,INVESTORS BANCORP INC
90953,6036,52463G10,LEGC,LEGACY BANCORP INC
90954,,,,
90955,,,,
90956,,,,
90957,,,,
90958,,,,
90959,,,,
90960,4400,89610620,TRMA,TRICO MARINE SERVICES INC
90961,6035,94348P10,WAUW,WAUWATOSA HOLDINGS INC
90962,3674,00507E10,ACTS,ACTIONS SEMICONDUCTOR CO LTD
90963,6331,03071H10,AMSF,AMERISAFE INC
90964,6022,06544P10,BOVA,BANK OF VIRGINIA
90965,4412,Y6219610,BULK,NAVIOS MARITIME HOLDINGS INC
90966,,,,
90967,,,,
90968,2834,20010A10,CRXX,COMBINATORX INC
90969,5941,26041210,DOVR,DOVER SADDLERY INC
90970,6021,32111B10,FNSC,FIRST NATIONAL BANCSHARES INC SC
90971,8731,46272610,IRBT,IROBOT CORP
90972,2080,48023P10,JSDA,JONES SODA CO
90973,3674,67107W10,OIIM,O2MICRO INTERNATIONAL LTD
90974,7350,77866910,ROHI,ROTECH HEALTHCARE INC
90975,6025,71217510,PEOP,PEOPLES NATL BK WASH SEATTLE
90976,762,G6782810,SEED,ORIGIN AGRITECH LTD
90977,3674,M8233P10,SFUN,SAIFUN SEMICONDUCTORS LTD
90978,3674,86765210,SPWR,SUNPOWER CORP
90979,2300,90431110,UARM,UNDER ARMOUR INC
90980,1381,90653P10,UDRL,UNION DRILLING INC
90981,3674,92718N10,VIMC,VIMICRO INTERNATIONAL CORP
90982,7373,M9760111,VOCL,VOCALTEC COMMUNICATIONS LTD NEW
90983,,,,
90984,7372,94769V10,WSPI,WEBSITE PROS INC
90985,3844,03591010,AOM,ANORMED INC
